tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo
4,45974.696273148147,2010000,6,54,Independiente,6940000,628000,305643,95.227787000000006,885.0,13,4,0.0,44899.0,44899.0,0.0,11,0,1,1447666,Estable,1
9,45840.519120370373,1498992,2,58,Independiente,5000000,2000000,591562,95.227787000000006,835.0,6,5,0.0,97723.0,97723.0,0.0,4,0,1,950105,Creciente,1
9,45849.675636574073,1604400,2,53,Independiente,5000000,2000000,633160,95.227787000000006,844.0,4,3,0.0,76863.0,76863.0,0.0,1,1,1,954300,Creciente,1
4,45933.52920138889,4128000,6,35,Independiente,6270000,2282000,625577,95.227787000000006,843.0,6,4,0.0,54120.0,54120.0,0.0,3,0,1,984754,Creciente,1
9,45780.535509259258,1604400,2,53,Independiente,5000000,2000000,632882,95.227787000000006,829.0,3,4,0.0,103.0,103.0,0.0,1,0,1,1200000,0,1
9,45834.627754629626,1185660,2,46,Independiente,5000000,2000000,467909,95.227787000000006,844.0,4,8,0.0,81052.0,81052.0,0.0,1,0,1,958420,Creciente,1
4,45813.709270833337,3753600,6,46,Independiente,8000000,2500000,560315,95.227787000000006,772.0,8,2,0.0,34194.0,34194.0,0.0,7,0,0,539277,Creciente,1
4,45747.394548611112,2076000,6,49,Independiente,20000000,5000000,308537,95.227787000000006,786.0,20,4,0.0,554106.0,554106.0,0.0,11,1,2,2141333,Creciente,1
4,45697.691296296296,3335808,6,46,Independiente,10000000,2000000,495458,95.227787000000006,811.0,7,3,0.0,46271.0,46271.0,0.0,3,0,3,923771,Creciente,1
9,45625.602453703701,1084186.8,2,50,Independiente,4000000,1500000,427173,95.227787000000006,725,9,5,0,261947,261947,,4,0,1,,,1
9,45836.51054398148,473947.19999999995,2,33,Independiente,5000000,2000000,187039,86.830186999999995,850.0,11,4,0.0,91926.0,91926.0,0.0,6,0,1,33334,Estable,1
4,45839.593194444446,2224999.1999999997,6,53,Independiente,2500000,0,333224,95.227787000000006,782.0,8,7,0.0,112847.0,83349.0,0.0,6,0,1,,,1
4,45711.593518518515,14400000,12,66,Independiente,10000000,3700000,1131327,95.227787000000006,836.0,4,4,0.0,131203.0,131203.0,0.0,2,0,0,926008,Decreciente,1
9,45788.672986111109,3048865.1999999997,11,47,Independiente,3400000,1400000,237887,95.227787000000006,809.0,2,1,0.0,39930.0,39930.0,0.0,0,0,1,918689,Creciente,1
4,46031.598078703704,4532400,36,63,Empleado,2575000,34000,171015,95.227787000000006,819.0,3,1,0.0,627.0,627.0,0.0,2,1,0,2891942,Decreciente,1
4,45680.700011574074,3010680,12,59,Empleado,2600000,500000,209075,95.227787000000006,766.0,6,4,0.0,11492.0,11492.0,0.0,1,1,2,1052440,Creciente,1
4,45779.718055555553,2747880,10,40,Empleado,5000000,1000000,255619,95.227787000000006,828.0,7,3,0.0,45450.0,45450.0,0.0,6,0,0,1472727,Creciente,1
9,45785.447488425925,1109160,2,40,Independiente,5000000,2000000,437526,95.227787000000006,786.0,8,5,0.0,29550.0,29550.0,0.0,2,0,2,949181,Decreciente,1
4,46018.7496875,821760,6,41,Empleado,3600000,2878000,125367,95.227787000000006,774.0,12,4,0.0,120117.0,120117.0,0.0,7,1,2,,,1
4,45799.487233796295,1311600,10,56,Independiente,3800000,1800000,122957,95.227787000000006,853.0,2,2,0.0,0.0,0.0,0.0,0,0,1,946640,Creciente,1
4,45850.539097222223,1860000,6,41,Independiente,3000000,1200000,278561,95.227787000000006,760.0,8,4,0.0,12620.0,12620.0,0.0,1,0,7,,,1
9,45708.754560185182,1595101.2,11,61,Empleado,5200000,1400000,124245,95.227787000000006,688.0,11,5,0.0,31163.0,27090.0,0.0,2,0,7,,,1
4,45819.708287037036,780000,6,37,Empleado,2000000,350000,117259,95.227787000000006,821.0,4,3,0.0,3181.0,3181.0,0.0,3,0,1,482398,Creciente,1
9,45794.424710648149,878880,5,60,Independiente,4000000,2000000,142747,3.8190219999999999,815.0,6,3,0.0,16673.0,16673.0,0.0,3,0,2,908526,Creciente,0
9,45632.739328703705,2431324.7999999998,10,63,Empleado,4000000,2000000,205889,95.227787000000006,836.0,6,4,0.0,190262.0,139855.0,0.0,3,0,2,,,1
4,45909.507037037038,1583641.2,6,40,Empleado,1720000,1641000,239189,95.227787000000006,816.0,8,4,0.0,85947.0,85947.0,0.0,5,0,0,,,1
4,45671.680347222224,4953960,12,39,Empleado,2000000,800000,388216,95.227787000000006,774.0,5,10,0.0,484.0,484.0,0.0,1,0,2,908526,Estable,1
4,45710.658078703702,439623.6,6,38,Empleado,4000000,1500000,65249,89.229500000000002,780.0,1,4,0.0,44761.0,44761.0,0.0,1,0,0,4917333,Creciente,1
4,45853.493263888886,839880,6,38,Empleado,4000000,3000000,125784,95.227787000000006,801.0,1,8,0.0,1252.0,1252.0,0.0,1,0,0,3807210,Creciente,1
9,45756.628425925926,1185660,11,38,Independiente,5000000,2000000,92406,95.227787000000006,799.0,10,7,0.0,193536.0,193536.0,0.0,7,0,2,,,1
4,45710.508344907408,2400000,12,39,Empleado,3500000,800000,189119,95.227787000000006,849.0,9,4,0.0,294054.0,15518.0,0.0,6,1,1,,,1
9,45662.611354166664,2009462.4,10,69,Empleado,2000000,1000000,170433,95.227787000000006,794.0,7,9,0.0,13861.0,13861.0,0.0,5,0,0,,,1
9,45936.462372685186,1632204,5,68,Empleado,2630000,900000,267802,95.227787000000006,815.0,4,3,0.0,0.0,0.0,0.0,3,0,0,975052,Creciente,1
4,45666.667592592596,2033760,12,62,Independiente,2500000,500000,141233,95.227787000000006,854.0,8,2,0.0,74179.0,74179.0,0.0,5,0,1,916148,Creciente,1
4,45683.65116898148,2280000,6,55,Empleado,3000000,1000000,338642,11.471736,731.0,19,6,0.0,114457.0,11501.0,0.0,7,0,8,916841,Creciente,0
4,45668.670914351853,4276800,6,42,Independiente,7000000,2000000,634120,95.227787000000006,757.0,11,2,0.0,44144.0,44144.0,0.0,7,0,0,908546,Decreciente,1
4,45857.486631944441,1531200,6,69,Independiente,4000000,0,229318,95.227787000000006,708.0,7,2,0.0,30319.0,30319.0,0.0,2,0,0,870542,Decreciente,1
4,45755.43109953704,960000,6,58,Empleado,5000000,2000000,142724,95.227787000000006,802.0,7,3,0.0,64535.0,37683.0,0.0,1,3,2,,,1
4,45706.489328703705,2349999.6,8,49,Independiente,5000000,4000000,266771,95.227787000000006,749.0,4,4,0.0,10315.0,10315.0,0.0,1,0,1,,,1
4,45724.458240740743,672000,6,42,Empleado,5529612,1000000,99878,-17.221952999999999,740.0,6,8,0.0,14602.0,14602.0,0.0,3,0,2,3705767,Decreciente,0
4,45943.610775462963,963918,6,64,Independiente,2330000,0,146818,95.227787000000006,856.0,1,1,0.0,0.0,0.0,0.0,0,0,0,2142000,Creciente,1
4,45634.69976851852,3600000,36,57,Independiente,3000000,600000,116400,95.227787000000006,706.0,6,2,0.0,15379.0,15379.0,0.0,2,1,0,,,1
9,45757.642546296294,2419717.1999999997,11,59,Empleado,3100000,1500000,188583,95.227787000000006,724.0,2,4,0.0,15709.0,15709.0,0.0,2,0,0,,,1
4,45624.468252314815,1560000,12,58,Empleado,1014000,500000,122255,95.227787000000006,771.0,4,2,0.0,15060.0,15060.0,0.0,2,0,1,908526,Estable,1
4,45708.638020833336,1640161.2,6,65,Independiente,2000000,500000,243609,95.227787000000006,867.0,4,3,0.0,72219.0,72219.0,0.0,2,1,0,,,1
4,45731.597754629627,1783740,6,56,Independiente,7000000,3000000,264934,84.730785999999995,776.0,5,2,0.0,44522.0,44522.0,0.0,2,0,1,,,1
4,45666.540868055556,1127880,6,54,Empleado,4978000,2600000,156650,95.227787000000006,801.0,9,2,0.0,55548.0,55505.0,0.0,0,0,6,7069384,Creciente,1
4,45876.419618055559,2420460,6,49,Independiente,908526,3105000,364324,95.227787000000006,810.0,10,10,0.0,157008.0,157008.0,0.0,5,0,3,966736,Creciente,1
4,45700.56832175926,1200000,6,69,Empleado,4000000,2000000,178233,95.227787000000006,872.0,2,1,0.0,0.0,0.0,0.0,1,0,0,,,1
9,45844.355069444442,1269000,4,60,Independiente,5000000,2000000,255259,95.227787000000006,767.0,5,5,0.0,118374.0,118374.0,0.0,2,0,3,,,1
4,45655.793194444443,1143600,12,41,Independiente,1550000,600000,89618,95.227787000000006,771.0,3,3,0.0,1006.0,1006.0,0.0,0,0,2,,,1
4,45712.368263888886,1776000,6,40,Independiente,15000000,4000000,263784,95.227787000000006,796.0,4,5,0.0,27056.0,27056.0,0.0,3,0,1,469406,Decreciente,1
4,45653.554236111115,3124800,6,56,Independiente,5000000,4000000,462952,95.227787000000006,801.0,8,8,0.0,34496.0,34496.0,0.0,6,0,1,,,1
4,45705.628657407404,3560907.6,12,56,Independiente,3000000,500000,280598,95.227787000000006,887.0,2,0,0.0,37765.0,37765.0,0.0,1,1,0,1416684,Creciente,1
4,45695.441701388889,3871200,6,64,Independiente,3000000,500000,574979,95.227787000000006,873.0,6,2,0.0,51409.0,51409.0,0.0,5,0,1,,,1
4,45684.768078703702,2160000,12,67,Independiente,4000000,1500000,168955,95.227787000000006,741.0,6,4,0.0,66004.0,56988.0,0.0,4,0,0,1935131,Creciente,1
4,45899.428078703706,1252800,6,63,Independiente,2800000,1295000,189864,95.227787000000006,784.0,4,4,0.0,50154.0,50154.0,0.0,0,1,1,,,1
9,45700.464270833334,1498992,3,49,Independiente,4000000,2000000,397569,95.227787000000006,801.0,3,2,0.0,0.0,0.0,0.0,0,0,1,1848142,Creciente,1
4,45746.470752314817,2068800,6,60,Empleado,15000000,3700000,307553,95.227787000000006,749.0,7,8,0.0,143235.0,143235.0,0.0,2,0,3,1211368,Decreciente,1
4,45814.466134259259,1824000,6,41,Empleado,3000000,1000000,272261,95.227787000000006,817.0,4,6,0.0,24910.0,24910.0,0.0,1,1,1,2000269,Creciente,1
4,45730.693969907406,4224000,6,57,Independiente,20000000,1000000,627807,95.227787000000006,863.0,2,5,0.0,37295.0,37295.0,0.0,1,0,0,926820,Creciente,1
4,45708.567569444444,3288000,12,58,Independiente,5000000,3000000,258320,89.229500000000002,798.0,2,2,0.0,12736.0,12736.0,0.0,0,1,0,,,1
9,45781.436319444445,878880,5,63,Independiente,4000000,2000000,142664,95.227787000000006,836.0,9,2,0.0,112432.0,112432.0,0.0,4,1,2,969508,Creciente,1
4,45894.43304398148,1152000,6,65,Independiente,4610000,1580000,173772,95.227787000000006,854.0,6,6,0.0,35810.0,35810.0,0.0,4,1,1,969508,Creciente,1
4,45699.529340277775,6228000,12,58,Independiente,9000000,4000000,489299,95.227787000000006,825.0,3,4,0.0,39.0,39.0,0.0,0,0,0,923771,Decreciente,1
9,45807.547118055554,1269000,8,53,Independiente,5000000,2000000,132524,95.227787000000006,795.0,12,3,0.0,77615.0,21704.0,0.0,5,6,1,366667,Estable,1
4,45809.762592592589,1620060,6,43,Empleado,2300000,900000,240951,95.227787000000006,760.0,3,5,0.0,3091.0,263.0,0.0,0,1,0,2611969,Decreciente,1
4,45694.429803240739,1648800,6,42,Independiente,5000000,2500000,244892,95.227787000000006,910.0,2,6,0.0,11358.0,11358.0,0.0,1,0,1,918689,Creciente,1
4,45659.779988425929,2714280,12,42,Independiente,5000000,1500000,188492,95.227787000000006,883.0,2,4,0.0,75370.0,75370.0,0.0,2,0,0,1028928,Creciente,1
4,45817.693599537037,3740160,6,44,Independiente,25000000,14500000,556241,95.227787000000006,810.0,6,2,0.0,127082.0,127082.0,0.0,4,0,0,615779,Creciente,1
9,45782.419212962966,1269000,5,41,Independiente,5000000,2000000,205990,95.227787000000006,778.0,5,4,0.0,67691.0,67691.0,0.0,2,0,2,,,1
4,45758.47693287037,936000,6,41,Empleado,2000000,600000,139148,95.227787000000006,811.0,4,3,0.0,49885.0,49885.0,0.0,2,0,0,,,1
4,45881.606712962966,1850040,6,42,Empleado,1940000,0,278493,95.227787000000006,828.0,3,0,0.0,0.0,0.0,0.0,2,0,0,,,1
4,45753.502256944441,1320000,12,40,Empleado,5000000,1500000,103888,95.227787000000006,717.0,8,9,0.0,12084.0,12084.0,0.0,2,1,1,933473,Creciente,1
4,45875.601435185185,4031880,6,40,Empleado,10700000,3967000,606873,95.227787000000006,887.0,7,5,0.0,65548.0,65548.0,0.0,5,0,0,7480200,Creciente,1
4,45788.755844907406,1613880,6,43,Independiente,7000000,3500000,240520,95.227787000000006,751.0,17,10,0.0,607322.0,607322.0,0.0,16,0,0,,,1
9,45719.381354166668,1901001.5999999999,10,42,Independiente,3000000,1800000,161403,95.227787000000006,890.0,6,3,0.0,93158.0,93158.0,0.0,5,0,1,,,1
4,45761.396608796298,720000,6,50,Empleado,2000000,100000,107471,95.227787000000006,804.0,7,5,0.0,48378.0,48378.0,0.0,5,0,1,2266637,Decreciente,1
4,45785.631226851852,2076960,8,50,Empleado,1750000,680000,236799,95.227787000000006,879.0,7,3,0.0,5036.0,5036.0,0.0,4,0,2,1772069,Decreciente,1
4,45685.375925925924,4143960,12,61,Empleado,4000000,2000000,325163,95.227787000000006,857.0,8,3,0.0,58554.0,58554.0,0.0,5,0,0,4811923,Creciente,1
4,45758.635474537034,1512000,6,56,Independiente,13000000,1500000,224777,95.227787000000006,825.0,6,4,0.0,102247.0,102247.0,0.0,4,0,1,,,1
9,45827.756157407406,5709530.3999999994,10,60,Independiente,5000000,3000000,486291,95.227787000000006,874.0,4,3,0.0,65898.0,58586.0,0.0,2,0,1,1300000,Estable,1
4,45916.599814814814,7477201.2000000002,18,61,Empleado,3140000,226000,422965,95.227787000000006,818.0,9,7,0.0,9330.0,9330.0,0.0,7,0,1,966736,Creciente,1
9,45807.484606481485,878880,2,61,Independiente,5000000,2000000,346790,95.227787000000006,891.0,4,2,0.0,55105.0,55105.0,0.0,2,0,1,121137,Estable,1
4,45712.756712962961,3864000,8,57,Independiente,7000000,3500000,438615,95.227787000000006,769.0,9,5,0.0,16483.0,16483.0,0.0,4,0,3,1402083,Creciente,1
9,45943.600763888891,1838605.2,10,56,Independiente,10480000,3470000,159399,95.227787000000006,843.0,11,4,0.0,117101.0,117101.0,0.0,8,0,1,1891994,Creciente,1
4,46070.745682870373,840000,6,47,Independiente,8607000,2000000,129430,95.227787000000006,884.0,3,0,0.0,2000.0,2000.0,0.0,3,0,0,,,1
4,45678.76599537037,2412600,6,41,Empleado,8000000,3000000,335083,95.227787000000006,789.0,1,4,0.0,0.0,0.0,0.0,0,0,0,3193333,Decreciente,1
4,45665.48265046296,4918202.3999999994,12,62,Empleado,5800000,800000,341542,-15.473246,862.0,5,16,0.0,4004.0,4004.0,0.0,4,0,0,,,0
9,45780.759895833333,784200,5,43,Independiente,5000000,2000000,127295,95.227787000000006,749.0,6,11,0.0,802.0,802.0,0.0,2,0,1,1038212,Creciente,1
4,45960.533668981479,1283088,18,38,Empleado,5350000,2254000,74430,95.227787000000006,726.0,11,3,0.0,123463.0,123463.0,0.0,8,0,1,,,1
4,45677.552557870367,3523921.1999999997,12,51,Independiente,3000000,1800000,244717,95.227787000000006,879.0,8,7,0.0,27724.0,7900.0,0.0,4,0,1,916841,Creciente,1
9,45798.691874999997,1185660,2,49,Independiente,5000000,2000000,467840,78.432586000000001,769.0,8,10,0.0,85751.0,85751.0,0.0,1,0,2,941789,Creciente,1
9,45836.748356481483,586680,4,43,Independiente,3500000,1000000,118010,95.227787000000006,742.0,16,7,0.0,317590.0,317590.0,0.0,10,0,2,1746821,Estable,1
4,45779.574965277781,1618320,6,43,Empleado,3000000,500000,241181,95.227787000000006,729.0,4,2,0.0,13754.0,12345.0,0.0,2,0,2,,,1
4,45817.765196759261,6000000,12,43,Independiente,7000000,1300000,474251,95.227787000000006,859.0,5,5,0.0,0.0,0.0,0.0,2,0,0,939155,Creciente,1
9,45922.744606481479,2758813.1999999997,11,42,Empleado,2030000,0,217964,95.227787000000006,812.0,1,3,0.0,0.0,0.0,0.0,0,0,0,931394,Creciente,1
9,45808.602430555555,3549303.6,3,42,Empleado,10000000,6000000,942647,95.227787000000006,857.0,8,6,0.0,286802.0,286802.0,0.0,6,0,0,13129841,Creciente,1
4,45670.64271990741,4253520,12,41,Independiente,4000000,500000,295383,95.227787000000006,763.0,11,13,0.0,24205.0,24205.0,0.0,9,0,1,916148,Creciente,1
4,45940.591006944444,2487499.1999999997,6,53,Independiente,4570000,2958000,376967,95.227787000000006,815.0,5,5,0.0,71092.0,71092.0,0.0,1,0,1,33334,Estable,1
4,45673.340694444443,2287080,12,40,Empleado,1800000,800000,158825,95.227787000000006,852.0,1,4,0.0,0.0,0.0,0.0,1,0,0,1910696,Creciente,1
4,45675.612245370372,6960000,12,48,Empleado,6000000,3000000,544309,95.227787000000006,840.0,6,11,0.0,92699.0,25169.0,0.0,5,0,0,917673,Creciente,1
4,45941.669618055559,3186480,6,57,Empleado,2890000,176000,485346,95.227787000000006,750.0,5,3,0.0,17279.0,786.0,0.0,0,0,3,1739567,Creciente,1
9,45666.420752314814,1804441.2,10,62,Independiente,3500000,1890000,153044,95.227787000000006,892,6,0,0,13668,13668,,1,0,2,,,1
4,45800.589085648149,600000,12,37,Independiente,1700000,0,47430,95.227787000000006,756.0,7,10,0.0,10316.0,10316.0,0.0,2,2,2,1541600,Decreciente,1
4,45862.764675925922,4632481.2,8,44,Empleado,3441577,0,524652,95.227787000000006,851.0,2,0,0.0,0.0,0.0,0.0,1,0,0,3703549,Creciente,1
4,45672.677708333336,2247480,12,66,Empleado,2000000,500000,156075,95.227787000000006,888.0,4,2,0.0,12976.0,12976.0,0.0,2,0,0,1394007,Creciente,1
4,45678.736608796295,839880,12,44,Empleado,6000000,3000000,58325,91.99794,885.0,8,3,0.0,73593.0,73593.0,0.0,7,0,0,6745432,Creciente,1
4,45746.615185185183,936000,6,44,Empleado,2000000,1000000,139148,95.227787000000006,809.0,2,1,0.0,11236.0,11236.0,0.0,2,0,0,516667,Creciente,1
9,45837.524930555555,5063344.8,9,57,Independiente,15000000,5000000,479845,95.227787000000006,865.0,6,3,0.0,12674.0,6750.0,0.0,3,0,2,2000000,Estable,1
4,45843.631284722222,4231200,12,43,Independiente,12000000,5000000,337471,95.227787000000006,767.0,6,3,0.0,28281.0,28281.0,0.0,3,0,2,958420,Creciente,1
4,45732.401886574073,1747200,12,53,Empleado,1500000,700000,137438,95.227787000000006,831.0,8,2,0.0,26442.0,24930.0,0.0,3,0,3,1264818,Creciente,1
9,45756.370532407411,821208,5,66,Independiente,3500000,1800000,133225,95.227787000000006,774.0,5,2,0.0,6355.0,6355.0,0.0,2,0,3,,,1
4,45677.787118055552,2523660,6,52,Empleado,2000000,600000,374320,95.227787000000006,796.0,2,6,0.0,29047.0,29047.0,0.0,1,0,1,2343521,Creciente,1
4,45915.729456018518,619200,6,50,Independiente,1760000,157000,93999,95.227787000000006,739.0,2,5,0.0,2361.0,2361.0,0.0,2,0,0,1000000,Creciente,1
9,45905.647870370369,1840964.4,11,59,Empleado,2020000,482000,145448,95.227787000000006,804.0,5,2,0.0,11504.0,11504.0,0.0,3,0,0,1222323,Creciente,1
4,45867.559039351851,2150400,6,59,Independiente,1000000,1554000,323675,95.227787000000006,828.0,4,5,0.0,24617.0,24617.0,0.0,2,0,1,969508,Creciente,1
4,45626.5546412037,1476000,12,67,Empleado,850000,100000,115666,95.227787000000006,793.0,0,5,0.0,0.0,,,0,0,0,905965,Creciente,1
4,45741.661608796298,1008000,6,63,Empleado,3000000,1000000,150224,95.227787000000006,834.0,9,11,0.0,33287.0,33287.0,0.0,6,0,2,,,1
4,45786.517870370371,5664000,10,52,Independiente,4000000,600000,530901,95.227787000000006,866.0,4,4,0.0,3889.0,3889.0,0.0,2,0,1,762152,Creciente,1
4,45748.738194444442,1021020,6,66,Independiente,2000000,800000,151649,95.227787000000006,824.0,3,4,0.0,0.0,0.0,0.0,1,0,0,923771,Creciente,1
4,45713.485995370371,2952000,6,63,Independiente,10000000,4000000,438433,95.227787000000006,819.0,12,4,0.0,129897.0,115230.0,0.0,4,2,3,1854160,Estable,1
4,45748.711099537039,1438800,6,64,Empleado,5000000,3000000,213701,95.227787000000006,768.0,8,9,0.0,111355.0,111355.0,0.0,6,0,1,,,1
4,45876.416574074072,4488000,8,64,Independiente,877803,841000,518211,95.227787000000006,816.0,3,0,0.0,7642.0,7642.0,0.0,2,0,0,1016667,Decreciente,1
4,45677.705729166664,2063281.2,12,54,Empleado,5000000,2000000,143283,95.227787000000006,819.0,13,5,0.0,237069.0,237069.0,0.0,10,0,0,5270336,Creciente,1
9,45625.416909722226,1459977.5999999999,10,59,Independiente,0,2000000,123634,95.227787000000006,834.0,8,4,0.0,6365.0,4687.0,0.0,6,0,1,3000000,Decreciente,1
9,45733.524699074071,2046230.4,10,68,Independiente,3589000,1255550,173825,95.227787000000006,800.0,4,5,0.0,20732.0,20732.0,0.0,3,0,0,1480340,Creciente,1
9,45747.632847222223,1269000,2,60,Independiente,7000000,3500000,500431,95.227787000000006,813.0,5,2,0.0,49736.0,49736.0,0.0,3,0,2,1000000,Estable,1
4,45680.644988425927,3035760,12,39,Independiente,5000000,2000000,237750,95.227787000000006,863.0,3,8,0.0,1010.0,1010.0,0.0,2,0,0,,,1
4,45785.459780092591,1588800,6,38,Independiente,4000000,1500000,236782,95.227787000000006,788.0,5,3,0.0,12764.0,12764.0,0.0,2,1,0,,,1
9,45827.627638888887,2851915.1999999997,9,40,Independiente,26000000,16000000,267365,95.227787000000006,825.0,13,10,0.0,609034.0,589129.0,0.0,6,2,4,1830000,Creciente,1
4,45789.776018518518,1870440,6,66,Empleado,7000000,2000000,278064,95.227787000000006,750.0,14,5,0.0,165286.0,165286.0,0.0,8,0,3,,,1
9,45774.369085648148,2274804,10,65,Empleado,7000000,4500000,193445,95.227787000000006,759.0,7,5,0.0,170116.0,170116.0,0.0,5,0,0,,,1
9,45777.52820601852,1291827.5999999999,10,62,Empleado,4500000,3500000,109854,95.227787000000006,706.0,12,10,0.0,146784.0,146784.0,0.0,9,0,2,1968424,Creciente,1
4,45642.711875000001,1416000,12,60,Empleado,2000000,600000,111155,95.227787000000006,835.0,3,3,0.0,0.0,0.0,0.0,1,0,0,908526,Estable,1
4,45772.723344907405,3307080,6,37,Empleado,3200000,1800000,491638,89.979286999999999,753.0,4,4,0.0,27220.0,27220.0,0.0,2,0,0,,,1
4,45772.434652777774,2640000,12,55,Independiente,3500000,500000,207393,95.227787000000006,852.0,2,2,0.0,800.0,800.0,0.0,1,0,0,,,1
4,45843.464108796295,6284535.5999999996,6,50,Independiente,12000000,2000000,938118,95.227787000000006,798.0,3,6,0.0,820.0,820.0,0.0,0,0,1,1000000,Estable,1
4,45862.563032407408,3389691.6,6,53,Independiente,2320000,14000,507699,25.419454999999999,732.0,3,6,0.0,2503.0,2503.0,0.0,1,0,0,,,0
9,45799.490925925929,1604400,2,42,Independiente,4000000,2000000,633067,95.227787000000006,782.0,4,5,0.0,10609.0,10609.0,0.0,1,0,2,,,1
4,45674.500277777777,1200000,6,42,Independiente,4000000,2000000,166667,95.227787000000006,824.0,10,2,0.0,6189.0,515.0,0.0,5,1,0,916148,Creciente,1
4,45808.57135416667,3351600,12,45,Independiente,3000000,1000000,263970,95.227787000000006,838.0,4,3,0.0,4366.0,4366.0,0.0,1,1,0,,,1
4,45719.686342592591,5008346.3999999994,36,53,Empleado,5000000,800000,165110,95.227787000000006,841.0,3,6,0.0,67871.0,67871.0,0.0,3,0,0,1057500,Creciente,1
4,45648.626064814816,1435200,12,52,Empleado,2400000,400000,112240,95.227787000000006,859.0,5,2,0.0,10629.0,10629.0,0.0,3,0,2,2182000,Creciente,1
4,45768.804236111115,5288642.3999999994,6,51,Empleado,4200000,1200000,785508,95.227787000000006,744.0,9,5,0.0,87966.0,25365.0,0.0,5,0,1,4506137,Creciente,1
9,45656.522048611114,1269000,8,49,Independiente,4000000,2000000,132124,95.227787000000006,798,5,0,0,20417,20417,,1,0,3,,,1
4,45675.634722222225,2869620,12,48,Independiente,3000000,500000,224739,95.227787000000006,799.0,3,3,0.0,2751.0,2751.0,0.0,0,0,1,909000,Creciente,1
4,45661.349259259259,2986800,6,46,Empleado,2000000,500000,443014,95.227787000000006,846.0,5,8,0.0,9403.0,9403.0,0.0,4,0,0,2665720,Creciente,1
